"Number pokemon 1","Attack pokemon 1","Defense pokemon 1","Generation pokemon 1","HP pokemon 1","Legendary pokemon 1","Name pokemon 1","Sp. Atk pokemon 1","Sp. Def pokemon 1","Speed pokemon 1","Type 1 pokemon 1","Type 2 pokemon 1","Number pokemon 2","Winning pokemon"
507,49,56,4,49,False,Finneon,49,61,66,Water,,232,232
27,60,30,1,40,False,Spearow,31,31,70,Normal,Flying,699,699
380,95,50,3,45,False,Anorith,40,50,75,Rock,Bug,101,101
308,30,32,3,40,False,Surskit,50,52,65,Bug,Water,50,308
91,65,55,1,52,False,Farfetch'd,58,62,60,Normal,Flying,63,63
692,65,105,5,110,False,Mandibuzz,55,95,80,Dark,Flying,736,692
664,55,40,5,35,False,Tynamo,45,40,60,Electric,,457,664
123,55,115,1,65,False,Tangela,100,40,60,Grass,,169,169
196,75,85,2,90,False,Ampharos,115,90,55,Electric,,368,368
55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,227,227
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,662,181
397,80,80,3,80,False,Glalie,80,80,80,Ice,,52,397
124,95,80,1,105,False,Kangaskhan,40,80,90,Normal,,238,124
530,100,135,4,45,False,Dusknoir,65,135,45,Ghost,,74,74
252,120,120,2,90,False,Donphan,60,60,50,Ground,,339,252
593,80,55,5,75,False,Timburr,25,35,35,Fighting,,686,686
776,75,53,6,68,False,Sliggoo,83,113,60,Dragon,,779,776
716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,594,716
572,98,63,5,75,False,Simisage,98,63,101,Grass,,680,572
609,35,50,5,45,False,Petilil,70,50,30,Grass,,383,383
115,120,53,1,50,False,Hitmonlee,35,110,87,Fighting,,70,70
571,53,48,5,50,False,Pansage,53,48,64,Grass,,581,581
323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,209,209
793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,548,793
477,136,94,4,65,False,"Mega Lopunny",54,96,135,Normal,Fighting,359,477
451,120,79,4,80,False,Luxray,95,79,70,Electric,,226,451
235,80,50,2,60,False,Teddiursa,50,50,40,Normal,,344,344
197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,714,714
374,80,65,3,43,False,Corphish,50,35,35,Water,,632,632
142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,462,142
373,78,73,3,110,False,Whiscash,76,71,60,Water,Ground,705,705
38,57,40,1,46,False,Nidoran♂,40,40,50,Poison,,680,38
740,65,68,6,78,False,Florges,112,154,75,Fairy,,401,740
668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,373,373
331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,593,593
685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,25,25
745,80,60,6,75,False,Furfrou,65,90,102,Normal,,384,745
99,95,180,1,50,False,Cloyster,85,45,70,Water,Ice,524,524
61,82,78,1,80,False,Golduck,95,80,85,Water,,627,627
481,82,64,4,71,False,Purugly,64,59,112,Normal,,102,102
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,743,71
443,75,50,4,55,False,Staravia,40,40,80,Normal,Flying,108,443
475,66,44,4,55,False,Buneary,44,56,85,Normal,,10,475
83,120,130,1,80,False,Golem,55,65,45,Rock,Ground,296,296
684,74,50,5,59,False,Golett,35,50,35,Ground,Ghost,245,245
325,45,45,3,50,False,Skitty,35,35,50,Normal,,312,325
244,55,45,2,45,False,Delibird,65,45,75,Ice,Flying,394,394
194,40,40,2,55,False,Mareep,65,45,35,Electric,,229,229
504,61,40,4,48,False,Croagunk,61,40,50,Poison,Fighting,626,504
475,66,44,4,55,False,Buneary,44,56,85,Normal,,340,340
586,135,130,5,85,False,Gigalith,60,80,25,Rock,,280,280
799,160,60,6,80,True,"Hoopa Unbound",170,130,80,Psychic,Dark,187,799
43,41,40,1,38,False,Vulpix,50,65,65,Fire,,96,96
690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,399,690
63,105,60,1,65,False,,60,70,95,Fighting,,725,63
571,53,48,5,50,False,Pansage,53,48,64,Grass,,554,554
575,53,48,5,50,False,Panpour,53,48,64,Water,,762,575
272,100,100,2,100,False,Celebi,100,100,100,Psychic,Grass,494,494
417,75,150,3,80,True,Registeel,75,150,50,Steel,,583,583
529,55,145,4,60,False,Probopass,75,150,40,Rock,Steel,505,505
152,80,90,1,30,False,Kabuto,55,45,55,Rock,Water,615,152
50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,467,467
31,55,40,1,35,False,Pikachu,50,50,90,Electric,,292,31
230,150,140,2,70,False,"Mega Scizor",65,100,75,Bug,Steel,397,397
689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,487,689
296,70,70,3,80,False,Ludicolo,90,100,70,Water,Grass,397,397
445,45,40,4,59,False,Bidoof,35,40,31,Normal,,770,770
473,50,34,4,90,False,Drifloon,60,44,70,Ghost,Flying,125,125
233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,755,233
688,110,95,5,95,False,Bouffalant,40,95,55,Normal,,140,688
799,160,60,6,80,True,"Hoopa Unbound",170,130,80,Psychic,Dark,399,799
82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,272,272
680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,483,680
362,100,80,3,80,False,Flygon,80,80,100,Ground,Dragon,303,362
431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,788,431
572,98,63,5,75,False,Simisage,98,63,101,Grass,,2,572
587,45,43,5,55,False,Woobat,55,43,72,Psychic,Flying,483,483
676,110,80,5,95,False,Beartic,70,80,50,Ice,,432,432
95,70,80,1,90,False,Dewgong,70,95,70,Water,Ice,577,95
168,62,80,2,60,False,Bayleef,63,80,60,Grass,,372,372
16,45,50,1,60,False,Butterfree,90,80,70,Bug,Flying,353,16
615,90,45,5,70,False,Darumaka,15,45,50,Fire,,171,171
49,50,55,1,45,False,Oddish,75,65,30,Grass,Poison,37,37
667,55,55,5,55,False,Elgyem,85,55,30,Psychic,,345,345
342,40,50,3,60,False,Minun,75,85,95,Electric,,612,612
627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,102,627
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,376,181
673,117,70,5,66,False,Fraxure,40,50,67,Dragon,,569,673
543,90,106,4,91,True,Heatran,130,106,77,Fire,Steel,405,543
97,105,75,1,105,False,Muk,65,100,50,Poison,,330,330
160,64,45,1,41,False,Dratini,50,50,50,Dragon,,788,788
666,115,80,5,85,False,Eelektross,105,80,50,Electric,,565,565
694,109,112,5,58,False,Durant,48,48,109,Bug,Steel,490,694
129,92,65,1,80,False,Seaking,65,80,68,Water,,103,103
520,50,95,4,85,False,Togekiss,120,115,80,Fairy,Flying,140,140
799,160,60,6,80,True,"Hoopa Unbound",170,130,80,Psychic,Dark,347,799
364,115,60,3,70,False,Cacturne,115,60,55,Grass,Dark,564,364
585,105,105,5,70,False,Boldore,50,40,20,Rock,,121,121
87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,744,744
420,90,80,3,80,True,Latios,130,110,110,Dragon,Psychic,676,420
329,85,85,3,50,False,Mawile,55,55,50,Steel,Fairy,306,306
23,80,75,1,83,False,Pidgeot,70,70,101,Normal,Flying,620,23
560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,147,560
134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,551,551
117,55,75,1,90,False,Lickitung,60,75,30,Normal,,135,135
331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,56,331
51,80,85,1,75,False,Vileplume,110,90,50,Grass,Poison,44,44
662,80,95,5,60,False,Klang,70,85,50,Steel,,760,760
318,51,23,3,64,False,Whismur,51,23,28,Normal,,509,509
453,70,65,4,60,False,Roserade,125,105,90,Grass,Poison,415,453
228,95,75,2,65,False,Qwilfish,55,55,85,Water,Poison,71,71
337,100,85,3,60,False,"Mega Medicham",80,85,100,Fighting,Psychic,674,337
796,100,150,6,50,True,Diancie,100,150,50,Rock,Fairy,717,717
441,86,88,4,84,False,Empoleon,111,101,60,Water,Steel,362,362
633,105,60,5,60,False,Zoroark,120,60,105,Dark,,190,633
52,70,55,1,35,False,Paras,45,55,25,Bug,Grass,698,698
791,30,35,6,40,False,Noibat,45,40,55,Flying,Dragon,279,279
559,93,55,5,90,False,Pignite,70,55,55,Fire,Fighting,503,503
182,60,40,2,40,False,Spinarak,40,40,30,Bug,Poison,662,662
489,5,5,4,100,False,Happiny,15,65,30,Normal,,687,687
347,73,83,3,100,False,Swalot,73,83,55,Poison,,268,268
259,63,37,2,45,False,Elekid,65,55,95,Electric,,421,421
108,130,115,1,55,False,Kingler,50,50,75,Water,,301,301
792,70,80,6,85,False,Noivern,97,80,123,Flying,Dragon,715,792
484,93,67,4,103,False,Skuntank,71,61,84,Poison,Dark,512,484
468,35,45,4,45,False,Cherubi,62,53,35,Grass,,447,468
32,90,55,1,60,False,Raichu,90,80,110,Electric,,24,24
560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,575,560
566,60,45,5,45,False,Lillipup,25,45,55,Normal,,426,426
610,60,75,5,70,False,Lilligant,110,75,90,Grass,,407,610
668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,453,453
56,55,25,1,10,False,Diglett,35,45,95,Ground,,481,481
422,100,90,3,100,True,Kyogre,150,140,90,Water,,496,422
544,160,110,4,110,True,Regigigas,80,110,100,Normal,,2,544
39,72,57,1,61,False,Nidorino,55,55,65,Poison,,341,341
268,134,110,2,100,False,Tyranitar,95,100,61,Rock,Dark,84,84
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,722,71
596,50,40,5,50,False,Tympole,50,40,64,Water,,755,596
617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,106,106
438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,388,438
15,20,55,1,50,False,Metapod,25,25,30,Bug,,118,118
761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,510,510
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,346,540
351,70,35,3,130,False,Wailmer,70,35,60,Water,,251,351
94,45,55,1,65,False,Seel,45,70,45,Water,,395,94
565,85,69,5,60,False,Watchog,60,69,77,Normal,,367,367
68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,131,131
201,100,115,2,70,False,Sudowoodo,30,65,30,Rock,,689,689
240,100,80,2,100,False,Piloswine,60,60,50,Ice,Ground,380,380
561,55,45,5,55,False,Oshawott,63,45,45,Water,,172,172
202,75,75,2,90,False,Politoed,90,100,70,Water,,349,349
56,55,25,1,10,False,Diglett,35,45,95,Ground,,481,481
77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,93,93
284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,217,284
796,100,150,6,50,True,Diancie,100,150,50,Rock,Fairy,206,206
637,45,70,5,60,False,Gothorita,75,85,55,Psychic,,416,637
19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,515,19
563,100,85,5,95,False,Samurott,108,70,70,Water,,256,563
209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,246,209
8,130,111,1,78,False,"Mega Charizard X",130,85,100,Fire,Dragon,621,8
421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,413,421
374,80,65,3,43,False,Corphish,50,35,35,Water,,690,690
261,80,105,2,95,False,Miltank,40,70,100,Normal,,190,261
706,105,70,5,79,True,"Thundurus Therian Forme",145,80,101,Electric,Flying,458,706
270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,140,270
4,100,123,1,80,False,"Mega Venusaur",122,120,80,Grass,Poison,774,4
582,60,32,5,45,False,Blitzle,50,32,76,Electric,,351,582
584,75,85,5,55,False,Roggenrola,25,25,15,Rock,,167,167
531,80,70,4,70,False,Froslass,80,70,110,Ice,Ghost,284,531
140,10,55,1,20,False,Magikarp,15,20,80,Water,,36,36
361,70,50,3,50,False,Vibrava,50,50,70,Ground,Dragon,248,248
482,30,50,4,45,False,Chingling,65,50,45,Psychic,,275,275
778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,752,778
242,65,35,2,35,False,Remoraid,65,35,65,Water,,506,242
639,30,40,5,45,False,Solosis,105,50,20,Psychic,,677,677
770,77,72,6,123,False,Aurorus,99,92,58,Rock,Ice,787,787
570,88,50,5,64,False,Liepard,88,50,106,Dark,,321,570
528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,168,528
367,110,110,3,75,False,"Mega Altaria",110,105,80,Dragon,Fairy,116,367
530,100,135,4,45,False,Dusknoir,65,135,45,Ghost,,785,785
402,64,85,3,35,False,Clamperl,74,55,32,Water,,639,402
748,48,76,6,74,False,"Meowstic Female",83,81,104,Psychic,,564,748
551,100,100,4,100,True,"Shaymin Land Forme",100,100,100,Grass,,671,551
240,100,80,2,100,False,Piloswine,60,60,50,Ice,Ground,148,148
370,55,65,3,70,False,Lunatone,95,85,70,Rock,Psychic,409,409
218,33,58,2,190,False,Wobbuffet,33,58,33,Psychic,,214,214
121,130,120,1,105,False,Rhydon,45,45,40,Ground,Rock,718,718
87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,330,330
132,45,65,1,40,False,"Mr. Mime",100,120,90,Psychic,Fairy,616,616
255,20,35,2,55,False,Smeargle,20,45,75,Normal,,160,255
72,50,65,1,55,False,"Mega Alakazam",175,95,150,Psychic,,197,197
64,70,45,1,55,False,Growlithe,70,50,60,Fire,,5,5
608,67,85,5,60,False,Whimsicott,77,75,116,Grass,Fairy,708,608
521,76,86,4,86,False,Yanmega,116,56,95,Bug,Flying,793,793
148,130,60,1,65,False,Flareon,95,110,65,Fire,,775,148
210,45,45,2,55,False,Wooper,25,25,15,Water,Ground,448,448
517,100,125,4,100,False,Tangrowth,110,50,50,Grass,,725,725
270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,700,270
532,50,77,4,50,False,Rotom,95,77,91,Electric,Ghost,16,532
683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,260,260
791,30,35,6,40,False,Noibat,45,40,55,Flying,Dragon,482,791
723,59,58,6,59,False,Braixen,90,70,73,Fire,,355,355
363,85,40,3,50,False,Cacnea,85,40,35,Grass,,555,555
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,608,608
452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,741,452
539,105,105,4,80,True,Mesprit,105,105,80,Psychic,,56,56
500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,242,242
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,532,532
456,42,118,4,30,False,Shieldon,42,88,30,Rock,Steel,364,364
326,65,65,3,70,False,Delcatty,55,55,70,Normal,,535,535
685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,709,709
621,75,70,5,50,False,Scraggy,35,70,48,Dark,Fighting,231,621
486,89,116,4,67,False,Bronzong,79,116,33,Steel,Psychic,650,650
511,92,75,4,90,False,Abomasnow,92,85,60,Grass,Ice,531,531
222,70,70,2,100,False,Dunsparce,65,65,45,Normal,,650,650
282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,164,164
139,100,95,1,75,False,Tauros,40,70,110,Normal,,345,139
68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,259,259
542,120,100,4,90,True,Palkia,150,120,100,Water,Dragon,319,542
104,45,160,1,35,False,Onix,30,45,70,Rock,Ground,227,104
146,65,60,1,130,False,Vaporeon,110,95,65,Water,,770,146
215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,738,738
108,130,115,1,55,False,Kingler,50,50,75,Water,,637,108
638,55,95,5,70,False,Gothitelle,95,110,65,Psychic,,23,23
689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,85,85
685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,485,685
440,66,68,4,64,False,Prinplup,81,76,50,Water,,268,268
790,117,184,6,95,False,Avalugg,44,46,28,Ice,,150,150
459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,577,459
366,70,90,3,75,False,Altaria,70,105,80,Dragon,Flying,161,366
387,115,65,3,64,False,Banette,83,63,65,Ghost,,176,176
534,65,107,4,50,False,"Wash Rotom",105,107,86,Electric,Water,313,313
402,64,85,3,35,False,Clamperl,74,55,32,Water,,498,498
454,125,40,4,67,False,Cranidos,30,30,58,Rock,,146,146
203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,193,193
115,120,53,1,50,False,Hitmonlee,35,110,87,Fighting,,678,115
441,86,88,4,84,False,Empoleon,111,101,60,Water,Steel,779,441
310,40,60,3,60,False,Shroomish,40,60,35,Grass,,192,192
303,50,100,3,60,False,Pelipper,85,70,65,Water,Flying,417,303
495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,237,495
451,120,79,4,80,False,Luxray,95,79,70,Electric,,208,451
702,90,72,5,91,True,Virizion,90,129,108,Grass,Fighting,611,702
788,100,122,6,85,False,"Gourgeist Super Size",58,75,54,Ghost,Grass,172,172
430,180,20,3,50,True,"DeoxysAttack Forme",180,20,150,Psychic,,785,430
399,40,50,3,70,False,Spheal,55,50,25,Ice,Water,704,704
636,30,50,5,45,False,Gothita,55,65,45,Psychic,,95,95
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,436,540
571,53,48,5,50,False,Pansage,53,48,64,Grass,,710,710
740,65,68,6,78,False,Florges,112,154,75,Fairy,,13,13
19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,612,19
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,461,200
520,50,95,4,85,False,Togekiss,120,115,80,Fairy,Flying,542,542
737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,675,737
795,100,121,6,108,True,"Zygarde Half Forme",81,95,95,Dragon,Ground,332,795
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,565,71
609,35,50,5,45,False,Petilil,70,50,30,Grass,,576,576
341,50,40,3,60,False,Plusle,85,75,95,Electric,,690,341
345,60,45,3,50,False,Roselia,100,80,65,Grass,Poison,776,345
241,55,85,2,55,False,Corsola,65,85,35,Water,Rock,127,127
634,50,40,5,55,False,Minccino,40,40,75,Normal,,13,13
118,65,95,1,40,False,Koffing,60,45,35,Poison,,285,285
345,60,45,3,50,False,Roselia,100,80,65,Grass,Poison,596,345
464,80,102,4,70,False,Vespiquen,80,102,40,Bug,Flying,629,629
486,89,116,4,67,False,Bronzong,79,116,33,Steel,Psychic,104,486
783,66,70,6,54,False,"Pumpkaboo Large Size",44,55,46,Ghost,Grass,518,518
494,130,95,4,108,False,Garchomp,80,85,102,Dragon,Ground,274,494
197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,156,197
312,60,60,3,60,False,Slakoth,35,35,30,Normal,,609,609
125,125,100,1,105,False,"Mega Kangaskhan",60,100,100,Normal,,432,432
56,55,25,1,10,False,Diglett,35,45,95,Ground,,87,87
319,71,43,3,84,False,Loudred,71,43,48,Normal,,52,319
278,85,60,3,60,False,Combusken,85,60,55,Fire,Fighting,405,405
590,135,60,5,110,False,Excadrill,50,65,88,Ground,Steel,639,590
631,95,82,5,80,False,Garbodor,60,82,75,Poison,,796,631
214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,700,700
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,59,59
77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,299,299
319,71,43,3,84,False,Loudred,71,43,48,Normal,,102,102
362,100,80,3,80,False,Flygon,80,80,100,Ground,Dragon,13,362
241,55,85,2,55,False,Corsola,65,85,35,Water,Rock,134,134
751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,161,161
382,15,20,3,20,False,Feebas,10,55,80,Water,,603,603
470,48,48,4,76,False,Shellos,57,62,34,Water,,616,616
660,94,131,5,74,False,Ferrothorn,54,116,20,Grass,Steel,196,660
689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,93,93
202,75,75,2,90,False,Politoed,90,100,70,Water,,377,377
260,75,37,2,45,False,Magby,70,55,83,Fire,,26,26
730,50,43,6,45,False,Fletchling,40,38,62,Normal,Flying,539,539
325,45,45,3,50,False,Skitty,35,35,50,Normal,,328,328
288,70,61,3,78,False,Linoone,50,61,100,Normal,,248,288
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,441,729
2,62,63,1,60,False,Ivysaur,80,80,60,Grass,Poison,442,442
396,50,50,3,50,False,Snorunt,50,50,50,Ice,,281,396
230,150,140,2,70,False,"Mega Scizor",65,100,75,Bug,Steel,493,493
55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,17,55
625,50,145,5,58,False,Cofagrigus,95,105,30,Ghost,,349,349
480,55,42,4,49,False,Glameow,42,37,85,Normal,,164,164
100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,291,100
347,73,83,3,100,False,Swalot,73,83,55,Poison,,29,29
764,73,88,6,71,False,Clawitzer,120,89,59,Water,,320,320
58,45,35,1,40,False,Meowth,40,40,90,Normal,,301,301
512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,637,512
366,70,90,3,75,False,Altaria,70,105,80,Dragon,Flying,516,516
561,55,45,5,55,False,Oshawott,63,45,45,Water,,493,493
677,50,30,5,70,False,Cryogonal,95,135,105,Ice,,30,677
279,120,70,3,80,False,Blaziken,110,70,80,Fire,Fighting,170,279
582,60,32,5,45,False,Blitzle,50,32,76,Electric,,420,420
691,55,75,5,70,False,Vullaby,45,65,60,Dark,Flying,54,691
356,85,140,3,70,False,Torkoal,85,70,20,Fire,,286,286
238,50,120,2,50,False,Magcargo,80,80,30,Fire,Rock,755,755
589,85,40,5,60,False,Drilbur,30,45,68,Ground,,730,589
305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,192,192
231,10,230,2,20,False,Shuckle,10,230,5,Bug,Rock,675,675
266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,288,288
135,83,57,1,65,False,Electabuzz,95,85,105,Electric,,313,135
140,10,55,1,20,False,Magikarp,15,20,80,Water,,208,208
177,76,64,2,85,False,Furret,45,55,90,Normal,,718,718
222,70,70,2,100,False,Dunsparce,65,65,45,Normal,,237,222
122,5,5,1,250,False,Chansey,35,105,50,Normal,,559,559
380,95,50,3,45,False,Anorith,40,50,75,Rock,Bug,217,380
129,92,65,1,80,False,Seaking,65,80,68,Water,,793,793
492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,295,295
129,92,65,1,80,False,Seaking,65,80,68,Water,,174,129
133,110,80,1,70,False,Scyther,55,80,105,Bug,Flying,433,133
276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,111,276
99,95,180,1,50,False,Cloyster,85,45,70,Water,Ice,464,99
98,65,100,1,30,False,Shellder,45,25,40,Water,,396,396
111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,690,690
347,73,83,3,100,False,Swalot,73,83,55,Poison,,150,347
154,105,65,1,80,False,Aerodactyl,60,75,130,Rock,Flying,362,154
220,65,90,2,50,False,Pineco,35,35,15,Bug,,344,344
751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,501,501
537,65,107,4,50,False,"Mow Rotom",105,107,86,Electric,Grass,184,184
408,95,100,3,65,False,Shelgon,60,50,50,Dragon,,776,776
23,80,75,1,83,False,Pidgeot,70,70,101,Normal,Flying,112,23
173,65,64,2,50,False,Totodile,44,48,43,Water,,243,243
11,63,80,1,59,False,Wartortle,65,80,58,Water,,102,102
141,125,79,1,95,False,Gyarados,60,100,81,Water,Flying,272,272
304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,259,259
349,120,40,3,70,False,Sharpedo,95,40,95,Water,Dark,416,349
225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,601,601
726,63,52,6,54,False,Frogadier,83,56,97,Water,,50,726
602,63,90,5,55,False,Swadloon,50,80,42,Bug,Grass,795,795
31,55,40,1,35,False,Pikachu,50,50,90,Electric,,544,544
662,80,95,5,60,False,Klang,70,85,50,Steel,,228,228
483,63,47,4,63,False,Stunky,41,41,74,Poison,Dark,324,483
390,70,130,3,40,False,Dusclops,60,130,25,Ghost,,334,334
17,35,30,1,40,False,Weedle,20,20,50,Bug,Poison,626,626
197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,63,63
273,45,35,3,40,False,Treecko,65,55,70,Grass,,180,273
456,42,118,4,30,False,Shieldon,42,88,30,Rock,Steel,262,262
795,100,121,6,108,True,"Zygarde Half Forme",81,95,95,Dragon,Ground,141,141
444,120,70,4,85,False,Staraptor,50,60,100,Normal,Flying,291,444
188,25,28,2,50,False,Cleffa,45,55,15,Fairy,,624,624
709,125,90,5,89,True,"Landorus Incarnate Forme",115,80,101,Ground,Flying,349,709
117,55,75,1,90,False,Lickitung,60,75,30,Normal,,228,228
670,40,60,5,60,False,Lampent,95,60,55,Ghost,Fire,62,62
168,62,80,2,60,False,Bayleef,63,80,60,Grass,,534,534
452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,781,452
643,87,63,5,75,False,Swanna,87,63,98,Water,Flying,770,643
120,85,95,1,80,False,Rhyhorn,30,30,25,Ground,Rock,79,120
47,45,35,1,40,False,Zubat,30,40,55,Poison,Flying,533,533
131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,408,131
280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,1,280
727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,651,727
139,100,95,1,75,False,Tauros,40,70,110,Normal,,758,139
396,50,50,3,50,False,Snorunt,50,50,50,Ice,,445,396
640,40,50,5,65,False,Duosion,125,60,30,Psychic,,188,640
336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,356,336
762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,338,338
67,65,65,1,65,False,Poliwhirl,50,50,90,Water,,461,67
560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,649,649
157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,210,157
11,63,80,1,59,False,Wartortle,65,80,58,Water,,405,11
30,85,69,1,60,False,Arbok,65,79,80,Poison,,661,661
319,71,43,3,84,False,Loudred,71,43,48,Normal,,722,722
369,100,60,3,73,False,Seviper,100,60,65,Poison,,627,369
73,80,50,1,70,False,Machop,35,35,35,Fighting,,176,73
270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,431,270
638,55,95,5,70,False,Gothitelle,95,110,65,Psychic,,631,631
264,115,85,2,115,True,Entei,90,75,100,Fire,,316,316
387,115,65,3,64,False,Banette,83,63,65,Ghost,,522,522
478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,610,478
623,58,80,5,72,False,Sigilyph,103,80,97,Psychic,Flying,564,623
727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,386,727
410,145,130,3,95,False,"Mega Salamence",120,90,120,Dragon,Flying,672,410
292,35,55,3,50,False,Cascoon,25,25,15,Bug,,495,495
135,83,57,1,65,False,Electabuzz,95,85,105,Electric,,484,135
640,40,50,5,65,False,Duosion,125,60,30,Psychic,,28,28
778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,186,778
772,92,75,6,78,False,Hawlucha,74,63,118,Fighting,Flying,678,772
56,55,25,1,10,False,Diglett,35,45,95,Ground,,696,56
724,69,72,6,75,False,Delphox,114,100,104,Fire,Psychic,157,724
616,140,55,5,105,False,"Darmanitan Standard Mode",30,55,95,Fire,,591,616
722,45,40,6,40,False,Fennekin,62,60,60,Fire,,155,155
433,68,64,4,55,False,Turtwig,45,55,31,Grass,,327,327
