"Number pokemon 1","Number pokemon 2","Attack pokemon 2","Defense pokemon 2","Generation pokemon 2","HP pokemon 2","Legendary pokemon 2","Name pokemon 2","Sp. Atk pokemon 2","Sp. Def pokemon 2","Speed pokemon 2","Type 1 pokemon 2","Type 2 pokemon 2","Winning pokemon"
157,273,45,35,3,40,False,Treecko,65,55,70,Grass,,157
691,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,541
224,384,70,70,3,70,False,Castform,70,70,70,Normal,,384
652,242,65,35,2,35,False,Remoraid,65,35,65,Water,,652
592,518,123,67,4,75,False,Electivire,95,85,95,Electric,,518
792,159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,792
77,739,45,47,6,54,False,Floette,75,98,52,Fairy,,77
106,418,80,90,3,80,True,Latias,110,130,110,Dragon,Psychic,418
62,539,105,105,4,80,True,Mesprit,105,105,80,Psychic,,539
517,459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,517
437,149,60,70,1,65,False,Porygon,85,75,40,Normal,,437
502,468,35,45,4,45,False,Cherubi,62,53,35,Grass,,502
165,570,88,50,5,64,False,Liepard,88,50,106,Dark,,570
285,171,64,58,2,58,False,Quilava,80,65,80,Fire,,171
450,43,41,40,1,38,False,Vulpix,50,65,65,Fire,,43
51,157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,157
255,367,110,110,3,75,False,"Mega Altaria",110,105,80,Dragon,Fairy,367
259,310,40,60,3,60,False,Shroomish,40,60,35,Grass,,259
334,653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,334
693,181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,181
179,600,125,75,5,75,False,Sawk,30,75,85,Fighting,,600
291,648,100,70,5,80,False,Sawsbuck,60,70,95,Normal,Grass,648
453,739,45,47,6,54,False,Floette,75,98,52,Fairy,,453
126,444,120,70,4,85,False,Staraptor,50,60,100,Normal,Flying,444
281,464,80,102,4,70,False,Vespiquen,80,102,40,Bug,Flying,464
447,339,75,60,3,70,False,Manectric,105,60,105,Electric,,339
693,232,125,75,2,80,False,Heracross,40,95,85,Bug,Fighting,232
372,259,63,37,2,45,False,Elekid,65,55,95,Electric,,259
339,658,77,60,5,70,False,Galvantula,97,60,108,Bug,Electric,658
24,430,180,20,3,50,True,"DeoxysAttack Forme",180,20,150,Psychic,,430
786,22,60,55,1,63,False,Pidgeotto,50,50,71,Normal,Flying,22
61,424,150,140,3,100,True,Groudon,100,90,90,Ground,,424
507,573,53,48,5,50,False,Pansear,53,48,64,Fire,,507
331,166,100,100,1,100,False,Mew,100,100,100,Psychic,,166
325,259,63,37,2,45,False,Elekid,65,55,95,Electric,,259
104,412,75,100,3,60,False,Metang,55,80,50,Steel,Psychic,104
681,450,85,49,4,60,False,Luxio,60,49,60,Electric,,681
796,82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,796
30,431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,431
290,675,70,40,5,55,False,Cubchoo,60,40,40,Ice,,675
264,117,55,75,1,90,False,Lickitung,60,75,30,Normal,,264
679,262,10,10,2,255,False,Blissey,75,135,55,Normal,,679
87,464,80,102,4,70,False,Vespiquen,80,102,40,Bug,Flying,464
797,89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,797
575,656,75,80,5,165,False,Alomomola,40,45,65,Water,,656
701,106,73,70,1,85,False,Hypno,73,115,67,Psychic,,701
401,225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,401
484,306,65,65,3,68,False,Gardevoir,125,115,80,Psychic,Fairy,484
463,679,70,40,5,80,False,Accelgor,100,60,145,Bug,,679
57,74,100,70,1,80,False,Machoke,50,60,45,Fighting,,57
440,490,65,45,4,76,False,Chatot,92,42,91,Normal,Flying,490
584,175,105,100,2,85,False,Feraligatr,79,83,78,Water,,175
136,176,46,34,2,35,False,Sentret,35,45,20,Normal,,136
609,460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,460
676,49,50,55,1,45,False,Oddish,75,65,30,Grass,Poison,676
557,357,25,35,3,60,False,Spoink,70,80,60,Psychic,,557
798,397,80,80,3,80,False,Glalie,80,80,80,Ice,,397
95,304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,95
37,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,37
31,434,89,85,4,75,False,Grotle,55,65,36,Grass,,434
227,328,85,125,3,50,False,"Mega Sableye",85,115,20,Dark,Ghost,328
80,619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,80
769,531,80,70,4,70,False,Froslass,80,70,110,Ice,Ghost,531
26,612,72,35,5,50,False,Sandile,35,35,65,Ground,Dark,26
657,661,55,70,5,40,False,Klink,45,60,30,Steel,,657
610,708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,708
288,70,35,30,1,40,False,Kadabra,120,70,105,Psychic,,70
589,766,55,52,6,62,False,Heliolisk,109,94,109,Electric,Normal,589
776,626,78,103,5,54,False,Tirtouga,53,45,22,Water,Rock,776
786,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,786
650,271,130,90,2,106,True,Ho-oh,110,154,90,Fire,Flying,271
504,312,60,60,3,60,False,Slakoth,35,35,30,Normal,,504
675,535,65,107,4,50,False,"Frost Rotom",105,107,86,Electric,Ice,535
452,116,105,79,1,50,False,Hitmonchan,35,110,76,Fighting,,116
528,84,85,55,1,50,False,Ponyta,65,65,90,Fire,,528
541,125,125,100,1,105,False,"Mega Kangaskhan",60,100,100,Normal,,125
88,538,75,130,4,75,True,Uxie,75,130,95,Psychic,,538
103,617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,103
723,659,50,91,5,44,False,Ferroseed,24,86,10,Grass,Steel,723
477,31,55,40,1,35,False,Pikachu,50,50,90,Electric,,477
200,687,125,100,5,65,False,Bisharp,60,70,70,Dark,Steel,687
632,735,52,50,6,80,False,Vivillon,90,50,89,Bug,Flying,735
43,619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,43
765,498,110,70,4,70,False,Lucario,115,70,90,Fighting,Steel,498
370,415,100,200,3,80,True,Regirock,50,100,50,Rock,,370
399,189,30,15,2,90,False,Igglybuff,40,20,15,Normal,Fairy,399
640,19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,19
101,163,110,90,1,106,True,Mewtwo,154,90,130,Psychic,,163
107,729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,729
480,214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,214
432,572,98,63,5,75,False,Simisage,98,63,101,Grass,,432
548,204,45,50,2,55,False,Skiploom,45,65,80,Grass,Flying,204
512,10,48,65,1,44,False,Squirtle,50,64,43,Water,,512
229,591,60,86,5,103,False,Audino,60,86,50,Normal,,229
599,159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,159
726,186,58,58,2,125,False,Lanturn,76,76,67,Water,Electric,726
273,330,105,125,3,50,False,"Mega Mawile",55,95,50,Steel,Fairy,273
172,425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,172
100,616,140,55,5,105,False,"Darmanitan Standard Mode",30,55,95,Fire,,616
83,463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,463
379,128,67,60,1,45,False,Goldeen,35,50,63,Water,,128
341,596,50,40,5,50,False,Tympole,50,40,64,Water,,341
146,621,75,70,5,50,False,Scraggy,35,70,48,Dark,Fighting,146
668,140,10,55,1,20,False,Magikarp,15,20,80,Water,,668
512,220,65,90,2,50,False,Pineco,35,35,15,Bug,,512
542,184,90,80,2,85,False,Crobat,70,80,130,Poison,Flying,184
252,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,541
127,146,65,60,1,130,False,Vaporeon,110,95,65,Water,,127
791,216,60,60,2,60,False,Misdreavus,85,85,85,Ghost,,216
412,727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,727
493,589,85,40,5,60,False,Drilbur,30,45,68,Ground,,493
268,677,50,30,5,70,False,Cryogonal,95,135,105,Ice,,268
52,554,100,100,5,100,True,Victini,100,100,100,Psychic,Fire,554
470,11,63,80,1,59,False,Wartortle,65,80,58,Water,,11
57,592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,57
267,549,100,100,4,100,False,Manaphy,100,100,100,Water,,549
638,104,45,160,1,35,False,Onix,30,45,70,Rock,Ground,104
401,468,35,45,4,45,False,Cherubi,62,53,35,Grass,,401
546,254,95,62,2,73,False,Stantler,85,65,85,Normal,,254
169,721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,169
590,22,60,55,1,63,False,Pidgeotto,50,50,71,Normal,Flying,590
733,720,78,95,6,61,False,Quilladin,56,58,57,Grass,,720
502,755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,502
359,320,91,63,3,104,False,Exploud,91,73,68,Normal,,320
9,634,50,40,5,55,False,Minccino,40,40,75,Normal,,9
783,259,63,37,2,45,False,Elekid,65,55,95,Electric,,259
781,291,70,50,3,60,False,Beautifly,100,50,65,Bug,Flying,291
586,290,35,55,3,50,False,Silcoon,25,25,15,Bug,,586
103,197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,103
363,217,72,48,2,48,False,Unown,72,48,48,Psychic,,217
31,334,140,230,3,70,False,"Mega Aggron",60,80,50,Steel,,31
508,567,80,65,5,65,False,Herdier,35,65,60,Normal,,508
363,295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,295
769,11,63,80,1,59,False,Wartortle,65,80,58,Water,,11
347,192,50,45,2,40,False,Natu,70,45,70,Psychic,Flying,192
289,592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,592
49,559,93,55,5,90,False,Pignite,70,55,55,Fire,Fighting,559
141,663,100,115,5,60,False,Klinklang,70,85,90,Steel,,663
258,751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,258
569,338,45,40,3,40,False,Electrike,65,40,65,Electric,,569
422,239,50,40,2,50,False,Swinub,30,30,50,Ice,Ground,422
360,702,90,72,5,91,True,Virizion,90,129,108,Grass,Fighting,702
462,680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,462
653,681,85,50,5,45,False,Mienfoo,55,50,65,Fighting,,681
369,636,30,50,5,45,False,Gothita,55,65,45,Psychic,,369
345,745,80,60,6,75,False,Furfrou,65,90,102,Normal,,745
159,296,70,70,3,80,False,Ludicolo,90,100,70,Water,Grass,159
329,746,48,54,6,62,False,Espurr,63,60,68,Psychic,,746
160,4,100,123,1,80,False,"Mega Venusaur",122,120,80,Grass,Poison,4
483,104,45,160,1,35,False,Onix,30,45,70,Rock,Ground,483
345,613,82,45,5,60,False,Krokorok,45,45,74,Ground,Dark,613
196,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,765
674,132,45,65,1,40,False,"Mr. Mime",100,120,90,Psychic,Fairy,674
4,162,134,95,1,91,False,Dragonite,100,100,80,Dragon,Flying,162
69,499,145,88,4,70,False,"Mega Lucario",140,70,112,Fighting,Steel,499
766,409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,766
691,545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,545
83,391,68,83,3,99,False,Tropius,72,87,51,Grass,Flying,391
716,232,125,75,2,80,False,Heracross,40,95,85,Bug,Fighting,716
519,467,105,55,4,85,False,Floatzel,85,50,115,Water,,467
606,748,48,76,6,74,False,"Meowstic Female",83,81,104,Psychic,,606
239,388,165,75,3,64,False,"Mega Banette",93,83,75,Ghost,,388
674,579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,674
593,482,30,50,4,45,False,Chingling,65,50,45,Psychic,,482
596,488,25,45,4,20,False,"Mime Jr.",70,90,60,Psychic,Fairy,596
175,355,120,100,3,70,False,"Mega Camerupt",145,105,20,Fire,Ground,175
644,677,50,30,5,70,False,Cryogonal,95,135,105,Ice,,677
389,385,90,70,3,60,False,Kecleon,60,120,40,Normal,,385
171,689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,171
428,339,75,60,3,70,False,Manectric,105,60,105,Electric,,339
555,268,134,110,2,100,False,Tyranitar,95,100,61,Rock,Dark,555
246,249,90,90,2,75,False,"Mega Houndoom",140,90,115,Dark,Fire,249
613,321,60,30,3,72,False,Makuhita,20,30,25,Fighting,,613
355,69,20,15,1,25,False,Abra,105,55,90,Psychic,,355
679,354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,354
96,363,85,40,3,50,False,Cacnea,85,40,35,Grass,,363
26,73,80,50,1,70,False,Machop,35,35,35,Fighting,,26
589,105,48,45,1,60,False,Drowzee,43,90,42,Psychic,,589
79,412,75,100,3,60,False,Metang,55,80,50,Steel,Psychic,79
271,601,53,70,5,45,False,Sewaddle,40,60,42,Bug,Grass,271
465,255,20,35,2,55,False,Smeargle,20,45,75,Normal,,465
735,407,75,60,3,45,False,Bagon,40,30,50,Dragon,,735
654,139,100,95,1,75,False,Tauros,40,70,110,Normal,,139
350,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,350
616,220,65,90,2,50,False,Pineco,35,35,15,Bug,,616
188,793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,793
563,551,100,100,4,100,True,"Shaymin Land Forme",100,100,100,Grass,,551
65,259,63,37,2,45,False,Elekid,65,55,95,Electric,,259
77,356,85,140,3,70,False,Torkoal,85,70,20,Fire,,77
619,171,64,58,2,58,False,Quilava,80,65,80,Fire,,171
409,753,52,60,6,78,False,Spritzee,63,65,23,Fairy,,753
313,585,105,105,5,70,False,Boldore,50,40,20,Rock,,585
390,393,130,60,3,65,False,Absol,75,60,75,Dark,,393
411,626,78,103,5,54,False,Tirtouga,53,45,22,Water,Rock,411
249,658,77,60,5,70,False,Galvantula,97,60,108,Bug,Electric,249
436,77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,436
59,298,70,40,3,70,False,Nuzleaf,60,40,60,Grass,Dark,59
679,723,59,58,6,59,False,Braixen,90,70,73,Fire,,679
54,564,55,39,5,45,False,Patrat,35,39,42,Normal,,54
624,684,74,50,5,59,False,Golett,35,50,35,Ground,Ghost,684
384,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,384
108,725,56,40,6,41,False,Froakie,62,44,71,Water,,108
333,175,105,100,2,85,False,Feraligatr,79,83,78,Water,,175
279,348,90,20,3,45,False,Carvanha,65,20,65,Water,Dark,279
563,59,70,60,1,65,False,Persian,65,65,115,Normal,,59
797,456,42,118,4,30,False,Shieldon,42,88,30,Rock,Steel,797
352,179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,179
439,565,85,69,5,60,False,Watchog,60,69,77,Normal,,565
285,662,80,95,5,60,False,Klang,70,85,50,Steel,,662
575,5,52,43,1,39,False,Charmander,60,50,65,Fire,,5
564,393,130,60,3,65,False,Absol,75,60,75,Dark,,393
160,117,55,75,1,90,False,Lickitung,60,75,30,Normal,,160
334,522,110,130,4,65,False,Leafeon,60,65,95,Grass,,522
708,719,61,65,6,56,False,Chespin,48,45,38,Grass,,708
137,30,85,69,1,60,False,Arbok,65,79,80,Poison,,137
722,91,65,55,1,52,False,Farfetch'd,58,62,60,Normal,Flying,91
329,226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,329
550,733,35,40,6,38,False,Scatterbug,27,25,35,Bug,,550
692,662,80,95,5,60,False,Klang,70,85,50,Steel,,692
461,26,81,60,1,55,False,Raticate,50,70,97,Normal,,26
675,300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,300
606,395,23,48,3,95,False,Wynaut,23,48,23,Psychic,,606
462,612,72,35,5,50,False,Sandile,35,35,65,Ground,Dark,462
756,647,60,50,5,60,False,Deerling,40,50,75,Normal,Grass,647
659,423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,423
797,151,60,125,1,70,False,Omastar,115,70,55,Rock,Water,797
678,15,20,55,1,50,False,Metapod,25,25,30,Bug,,15
796,561,55,45,5,55,False,Oshawott,63,45,45,Water,,796
795,586,135,130,5,85,False,Gigalith,60,80,25,Rock,,795
369,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,299
553,72,50,65,1,55,False,"Mega Alakazam",175,95,150,Psychic,,72
130,545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,545
288,453,70,65,4,60,False,Roserade,125,105,90,Grass,Poison,288
452,588,57,55,5,67,False,Swoobat,77,55,114,Psychic,Flying,588
645,265,75,115,2,100,True,Suicune,90,115,85,Water,,265
48,651,135,105,5,70,False,Escavalier,60,105,20,Bug,Steel,48
611,276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,276
551,82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,551
776,113,50,95,1,50,False,Cubone,40,50,35,Ground,,776
794,649,75,60,5,55,False,Emolga,75,60,103,Electric,Flying,649
83,282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,282
206,138,155,120,1,65,False,"Mega Pinsir",65,90,105,Bug,Flying,138
211,630,50,62,5,50,False,Trubbish,40,62,65,Poison,,630
622,755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,622
388,294,30,30,3,40,False,Lotad,40,50,30,Water,Grass,388
157,576,98,63,5,75,False,Simipour,98,63,101,Water,,576
599,757,54,53,6,53,False,Inkay,37,46,45,Dark,Psychic,757
233,682,125,60,5,65,False,Mienshao,95,60,105,Fighting,,682
332,262,10,10,2,255,False,Blissey,75,135,55,Normal,,332
210,231,10,230,2,20,False,Shuckle,10,230,5,Bug,Rock,210
652,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,541
307,679,70,40,5,80,False,Accelgor,100,60,145,Bug,,679
133,84,85,55,1,50,False,Ponyta,65,65,90,Fire,,133
88,697,105,90,5,92,False,Hydreigon,125,90,98,Dark,Dragon,697
136,661,55,70,5,40,False,Klink,45,60,30,Steel,,136
764,354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,764
76,457,52,168,4,60,False,Bastiodon,47,138,30,Rock,Steel,457
780,396,50,50,3,50,False,Snorunt,50,50,50,Ice,,780
788,518,123,67,4,75,False,Electivire,95,85,95,Electric,,518
296,669,30,55,5,50,False,Litwick,65,55,20,Ghost,Fire,296
138,294,30,30,3,40,False,Lotad,40,50,30,Water,Grass,138
313,546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,546
725,507,49,56,4,49,False,Finneon,49,61,66,Water,,725
474,742,100,62,6,123,False,Gogoat,97,81,68,Grass,,474
230,788,100,122,6,85,False,"Gourgeist Super Size",58,75,54,Ghost,Grass,230
526,233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,526
411,28,90,65,1,65,False,Fearow,61,61,100,Normal,Flying,28
202,432,95,90,3,50,True,"Deoxys Speed Forme",95,90,180,Psychic,,432
108,780,110,76,6,85,False,Trevenant,65,82,56,Ghost,Grass,108
434,627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,434
427,567,80,65,5,65,False,Herdier,35,65,60,Normal,,427
141,489,5,5,4,100,False,Happiny,15,65,30,Normal,,141
312,16,45,50,1,60,False,Butterfree,90,80,70,Bug,Flying,16
165,381,125,100,3,75,False,Armaldo,70,80,45,Rock,Bug,165
474,326,65,65,3,70,False,Delcatty,55,55,70,Normal,,326
243,553,120,120,4,120,True,Arceus,120,120,120,Normal,,553
141,271,130,90,2,106,True,Ho-oh,110,154,90,Fire,Flying,271
129,267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,129
96,198,80,95,2,75,False,Bellossom,90,100,50,Grass,,198
201,773,58,57,6,67,False,Dedenne,81,67,101,Electric,Fairy,773
682,21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,682
565,300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,300
396,448,85,51,4,77,False,Kricketune,55,51,65,Bug,,448
323,208,75,55,2,75,False,Sunflora,105,85,30,Grass,,208
538,74,100,70,1,80,False,Machoke,50,60,45,Fighting,,538
562,374,80,65,3,43,False,Corphish,50,35,35,Water,,562
146,312,60,60,3,60,False,Slakoth,35,35,30,Normal,,146
226,798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,798
445,732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,732
706,421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,421
790,431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,790
726,389,40,90,3,20,False,Duskull,30,90,25,Ghost,,726
141,616,140,55,5,105,False,"Darmanitan Standard Mode",30,55,95,Fire,,616
158,246,80,140,2,65,False,Skarmory,40,70,70,Steel,Flying,158
344,86,65,65,1,90,False,Slowpoke,40,40,15,Water,Psychic,86
245,754,72,72,6,101,False,Aromatisse,99,89,29,Fairy,,245
406,102,65,60,1,60,False,Gengar,130,75,110,Ghost,Poison,102
153,736,50,58,6,62,False,Litleo,73,54,72,Fire,Normal,153
118,134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,134
106,121,130,120,1,105,False,Rhydon,45,45,40,Ground,Rock,106
117,492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,492
87,37,92,87,1,90,False,Nidoqueen,75,85,76,Poison,Ground,37
604,295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,604
440,76,75,35,1,50,False,Bellsprout,70,30,40,Grass,Poison,440
158,209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,158
227,729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,729
461,489,5,5,4,100,False,Happiny,15,65,30,Normal,,461
449,155,135,85,1,80,False,"Mega Aerodactyl",70,95,150,Rock,Flying,155
458,344,47,55,3,65,False,Illumise,73,75,85,Bug,,344
133,158,90,85,1,90,True,Zapdos,125,90,100,Electric,Flying,133
541,628,112,45,5,55,False,Archen,74,45,70,Rock,Flying,541
612,486,89,116,4,67,False,Bronzong,79,116,33,Steel,Psychic,612
250,111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,250
127,478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,478
750,530,100,135,4,45,False,Dusknoir,65,135,45,Ghost,,530
752,378,41,77,3,66,False,Lileep,61,87,23,Rock,Grass,752
332,624,30,85,5,38,False,Yamask,55,65,30,Ghost,,332
515,683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,515
44,503,90,110,4,70,False,Drapion,60,75,95,Poison,Dark,44
534,281,70,50,3,50,False,Mudkip,50,50,40,Water,,534
292,264,115,85,2,115,True,Entei,90,75,100,Fire,,264
297,97,105,75,1,105,False,Muk,65,100,50,Poison,,97
139,516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,139
335,780,110,76,6,85,False,Trevenant,65,82,56,Ghost,Grass,780
60,476,76,84,4,65,False,Lopunny,54,96,105,Normal,,476
48,435,109,105,4,95,False,Torterra,75,85,56,Grass,Ground,48
367,175,105,100,2,85,False,Feraligatr,79,83,78,Water,,367
442,594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,442
318,722,45,40,6,40,False,Fennekin,62,60,60,Fire,,722
434,626,78,103,5,54,False,Tirtouga,53,45,22,Water,Rock,434
114,651,135,105,5,70,False,Escavalier,60,105,20,Bug,Steel,651
95,22,60,55,1,63,False,Pidgeotto,50,50,71,Normal,Flying,22
517,355,120,100,3,70,False,"Mega Camerupt",145,105,20,Fire,Ground,517
524,207,30,30,2,30,False,Sunkern,30,30,30,Grass,,524
209,18,25,50,1,45,False,Kakuna,25,25,35,Bug,Poison,209
368,555,45,55,5,45,False,Snivy,45,55,63,Grass,,368
710,371,95,85,3,70,False,Solrock,55,65,70,Rock,Psychic,710
354,603,103,80,5,75,False,Leavanny,70,80,92,Bug,Grass,603
453,668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,453
393,536,65,107,4,50,False,"Fan Rotom",105,107,86,Electric,Flying,536
416,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,541
563,438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,438
249,193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,249
546,332,90,140,3,60,False,Lairon,50,50,40,Steel,Rock,546
773,527,125,65,4,68,False,Gallade,65,115,80,Psychic,Fighting,773
201,548,80,80,4,80,False,Phione,80,80,80,Water,,548
654,292,35,55,3,50,False,Cascoon,25,25,15,Bug,,292
506,383,60,79,3,95,False,Milotic,100,125,81,Water,,383
98,124,95,80,1,105,False,Kangaskhan,40,80,90,Normal,,124
504,35,47,52,1,55,False,Nidoran♀,40,40,41,Poison,,504
2,53,95,80,1,60,False,Parasect,60,80,30,Bug,Grass,2
410,698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,410
136,591,60,86,5,103,False,Audino,60,86,50,Normal,,136
38,689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,689
727,715,72,90,5,91,False,"Keldeo Resolute Forme",129,90,108,Water,Fighting,727
584,62,80,35,1,40,False,Mankey,35,45,70,Fighting,,62
513,737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,513
69,427,180,100,3,105,True,"Mega Rayquaza",180,100,115,Dragon,Flying,427
85,325,45,45,3,50,False,Skitty,35,35,50,Normal,,85
471,25,56,35,1,30,False,Rattata,25,35,72,Normal,,25
475,450,85,49,4,60,False,Luxio,60,49,60,Electric,,475
175,475,66,44,4,55,False,Buneary,44,56,85,Normal,,475
170,528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,528
760,82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,760
215,253,80,90,2,85,False,Porygon2,105,95,60,Normal,,253
545,732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,732
262,744,124,78,6,95,False,Pangoro,69,71,58,Fighting,Dark,744
434,382,15,20,3,20,False,Feebas,10,55,80,Water,,434
597,24,80,80,1,83,False,"Mega Pidgeot",135,80,121,Normal,Flying,24
641,421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,421
591,237,40,40,2,40,False,Slugma,70,40,20,Fire,,591
403,100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,100
61,70,35,30,1,40,False,Kadabra,120,70,105,Psychic,,70
328,442,55,30,4,40,False,Starly,30,30,60,Normal,Flying,442
220,518,123,67,4,75,False,Electivire,95,85,95,Electric,,518
391,743,82,62,6,67,False,Pancham,46,48,43,Fighting,,391
376,688,110,95,5,95,False,Bouffalant,40,95,55,Normal,,688
536,50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,536
184,305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,184
477,790,117,184,6,95,False,Avalugg,44,46,28,Ice,,477
167,524,95,125,4,75,False,Gliscor,45,75,95,Ground,Flying,524
456,753,52,60,6,78,False,Spritzee,63,65,23,Fairy,,456
176,306,65,65,3,68,False,Gardevoir,125,115,80,Psychic,Fairy,306
654,404,84,105,3,55,False,Gorebyss,114,75,52,Water,,404
786,790,117,184,6,95,False,Avalugg,44,46,28,Ice,,786
659,788,100,122,6,85,False,"Gourgeist Super Size",58,75,54,Ghost,Grass,788
764,64,70,45,1,55,False,Growlithe,70,50,60,Fire,,64
635,755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,635
730,93,110,70,1,60,False,Dodrio,60,60,100,Normal,Flying,93
39,652,55,45,5,69,False,Foongus,55,55,15,Grass,Poison,39
584,292,35,55,3,50,False,Cascoon,25,25,15,Bug,,292
115,761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,115
324,781,66,70,6,49,False,"Pumpkaboo Average Size",44,55,51,Ghost,Grass,781
424,40,102,77,1,81,False,Nidoking,85,75,85,Poison,Ground,424
523,487,80,95,4,50,False,Bonsly,10,45,10,Rock,,487
